A,B,C,D,E,F,G
商品编号,商品名称,二级分类,三级分类,首次入库时间,销量7天band,点击7天band
12036379,比较金融制度：全球视角（第二版）,大中专教材教辅,大学教材,2017/1/21,E,F
12044510,社会工作导论,大中专教材教辅,高职高专教材,2016/10/9,F,E
12048597,汽车保险与理赔,大中专教材教辅,高职高专教材,2017/3/8,F,F
12067675,社会的逻辑,社会科学,社会学,2017/4/24,F,E
12071404,中国文化(英文版)(第2版),大中专教材教辅,大学教材,2016/11/25,E,E
12081630,突发毒性事件应急处置：历史经验与教训,社会科学,社会学,2016/12/16,F,F
12081650,中外经典声乐作品选集（上下册）,音乐,声乐,2016/12/14,F,F
12090017,《中华人民共和国民法总则》编纂对照表与条文释义,法律,民法,2017/6/11,F,E
12093152,汽车新能源与排放控制（双语教学版）,大中专教材教辅,大学教材,2016/12/25,F,F
12124363,犹太史研究入门,历史,民族史,2017/7/12,E,E
12129267,名联观止,文学,民间文学,2017/7/16,F,E
12131676,内部控制学(第三版),大中专教材教辅,大学教材,2017/2/26,F,E
12150581,我们·他们:如何与职场90后相处,励志与成功,人在职场,2017/8/6,F,F
12155549,基本有用的计量经济学,大中专教材教辅,大学教材,2017/8/13,D,D
12171096,东奥会计在线 轻松过关1 2017年注册会计师考试教材辅导 应试指导及全真模拟测试：经济法（上下册）,考试,会计类考试,2017/4/17,F,E
12171110,东奥会计在线 轻松过关1 2017年注册会计师考试教材辅导 应试指导及全真模拟测试：会计（上下册）,考试,会计类考试,2017/4/14,F,C
12172118,保险会计,大中专教材教辅,大学教材,2017/4/14,E,E
12175949,融合幼儿园中个别化教育计划的制订及实施,大中专教材教辅,大学教材,2017/9/9,F,F
12175963,高等几何,大中专教材教辅,大学教材,2017/9/10,F,F
12180712,博物画大师手绘图谱：雷杜德手绘花卉图谱+玛蒂尔达手绘木本植物+果色花香：圣伊莱尔手绘花果图志（套装共3册 附赠精美手账）,科普读物,科普图鉴,2017/5/16,F,E
12188757,创业学（第3版）,大中专教材教辅,大学教材,2017/9/16,E,E
12203173,采购与仓储管理实务（第2版）,大中专教材教辅,高职高专教材,2017/10/15,F,E
12210123,外国散文戏剧名作欣赏,文学,散文/随笔/书信,2017/11/3,F,E
12220479,北大知识产权评论（2016）,法律,法律实务,2017/11/10,F,E
12220489,认知语义学：概念构建系统,大中专教材教辅,大学教材,2017/11/10,E,D
12236629,东晋门阀政治,历史,历史研究与评论,2017/11/30,C,B
12248615,游戏的人——文化的游戏要素研究,文化,文化研究,2017/12/1,E,E
12260282,文学理论学科地图,大中专教材教辅,大学教材,2017/11/10,F,E
12275301,中国历史学习手册,大中专教材教辅,大学教材,2018/1/18,E,E
12292174,政府公共服务供给能力研究 以西部地区地方政府为例,政治/军事,中国政治,2018/1/3,F,F
12308668,高级财务管理（第三版）,大中专教材教辅,大学教材,2018/2/10,F,E
12308692,缅甸语三百句,外语学习,其他小语种,2018/2/6,E,F
12309151,建筑工程材料,大中专教材教辅,高职高专教材,2018/3/11,F,E
12321290,环境规制的法律构造,法律,司法制度,2018/3/13,E,C
12321292,传统礼治与当代软法,法律,司法制度,2018/3/13,F,E
10076035,拉丁美洲文学史,文学,文学史,2010/10/30,F,F
10076053,全国高等教育自学考试指定教材·民法学：法律专业（2001年版）,考试,成人高考/自考,- ,F,F
10076056,中国古文字学通论,社会科学,语言文字,2010/10/31,F,E
10076109,对外汉语教材系列：参与汉语中级教程,大中专教材教辅,大学教材,2010/10/30,F,F
10076188,微观经济学十八讲/教育部主干课程推荐教材·21世纪经济与管理规划教材·经济学系列,大中专教材教辅,大学教材,2010/10/24,E,D
10076204,经济学是什么,经济,通俗读物,2010/10/31,F,E
10076304,2010年司法考试重点、难点、疑点精解丛书：民法学卷,法律,司法考试,2010/10/24,F,F
10076377,名家通识讲座书系：生物伦理学十五讲,科学与自然,生物科学,2010/10/30,F,E
10076589,日本文化中的恶与罪,文化,文化评述,2010/10/23,E,F
10076840,多媒体数据库与内容检索,计算机与互联网,数据库,2010/10/24,F,D
10076864,市场研究与应用/21世纪新闻与传播学系列教材,大中专教材教辅,大学教材,2010/10/31,F,E
10077140,名家通识讲座书系：美国历史十五讲,历史,世界史,2010/10/29,F,E
10077254,新全球史：文明的传承与交流（上下）（第3版）,历史,世界史,2010/10/25,F,E
10077532,电视、全球化与文化认同,社会科学,新闻出版/档案管理,2010/10/31,F,F
10077536,议程设置大众媒介与舆论,社会科学,新闻出版/档案管理,2010/10/26,F,E
10077598,UG NX6.0计算机辅助设计与制造实用教程,大中专教材教辅,大学教材,2010/10/31,F,F
10077638,新理念历史教学论/21世纪教师教育系列教材·学科教学论系列,大中专教材教辅,大学教材,2010/10/31,F,F
10077676,北大基础教育文库·新人文读本：夏天卷（小学中年级）（第2版）,中小学教辅,中小学课外读物,2010/10/26,F,F
10077933,民法学说与判例研究（最新版）（第3册）,法律,民法,2010/10/30,E,E
10077935,民法学说与判例研究（第1册）（最新版）,法律,民法,2010/10/31,E,D
10077997,21世纪商务英语系列教材：国际商务礼仪英文教程,大中专教材教辅,大学教材,2010/10/31,E,E
10078000,大学韩国语（第6册）/普通高等教育“十一五”国家级规划教材,外语学习,韩语,2010/10/31,F,F
10078158,韩国语能力考试必备系列（第10回-第13回）：韩国语能力考试真题集（初级）（附光盘1张）,外语学习,俄语,2010/10/29,F,E
10078193,采购管理与库存控制/21世纪全国高等院校物流专业创新型应用人才培养规划教材,大中专教材教辅,大学教材,2010/10/31,F,E
10078203,2010年注册会计师考试过关必做600题（公司战略与风险）（附学习卡1张）,考试,会计类考试,- ,F,F
10078206,2010年注册会计师考试过关必做1000题（会计）（附学习卡1张）,考试,会计类考试,- ,F,F
10078236,西方叙事学：经典与后经典,大中专教材教辅,大学教材,2010/10/30,E,D
10152327,十三经注疏（标点本）13：尔雅注疏,国学/古籍,经部,- ,F,F
10152344,全国高等教育自学考试指定教材：劳动法学（2003年版）,考试,成人高考/自考,2010/10/31,F,F
10152453,对外汉语教材系列·商务汉语系列：国际商务汉语教程（北大版）,大中专教材教辅,大学教材,2010/10/31,F,E
10152544,MBA英文案例阅读：组织结构管理篇 信息系统管理篇（下）/北大未来经理人必读,大中专教材教辅,大学教材,2010/10/24,F,F
10152615,全国高等教育自学考试专家指导丛书：英语写作基础考试指导与模拟试题（英语专业）（北大版）,考试,成人高考/自考,- ,F,F
10152694,如何管理与控制销售队伍：打造金牌团队2,管理,市场营销,- ,F,F
10152736,基督教文学经典选读（上下）,哲学/宗教,基督教,- ,F,F
10152791,桂壮红皮书系列：活学巧练（9年级英语）（全）（人教新目标版）（附赠听力磁带）,中小学教辅,初三/九年级,- ,F,F
10152833,J2ME MIDP1.0/2.0无线设备编程指南,计算机与互联网,编程语言与程序设计,2010/10/31,F,F
10153008,国家地理阅读与写作训练 滑板族（中文版）,中小学教辅,中小学课外读物,2010/10/30,F,F
10153352,MBA精选教材·英文影印版：组织行为学（第4版）,大中专教材教辅,研究生教材,2010/10/31,F,F
10153359,尊贤画集：范曾与八大山人神会,绘画,国画赏析,2010/10/24,F,F
10153414,普通高等教育十一五国家级规划教材：综合日语（第1册）（教师用书）,大中专教材教辅,大学教材,2010/10/31,E,E
10153491,中央美术学院规划教材：写意油画教学,大中专教材教辅,大学教材,2011/4/24,F,F
10153672,北大版对外汉语教材·短期培训系列：跟我学汉语1（综合课本）（附光盘1张）,大中专教材教辅,大学教材,2010/10/30,E,D
10153675,网络法律评论（第9卷）,法律,网络法律法规,2010/10/24,F,E
10153811,信息资源编目（第2版）/普通高等教育“十一五”国家级规划教材,大中专教材教辅,大学教材,2010/10/29,F,E
10153893,博雅大学堂·中国语言文学·普通高等教育“十一五”国家级规划教材：中国古代文学要籍精解,大中专教材教辅,大学教材,2010/10/30,F,F
10153995,国际贸易实务教程（第3版）/北京高等教育精品教材·21世纪全国高职高专国际商务专业规划教材,大中专教材教辅,高职高专教材,2010/10/24,F,F
10154042,全球政治与国际关系经典导读/21世纪国际关系学系列教材,大中专教材教辅,大学教材,2010/10/31,F,F
10154070,21世纪英语专业系列教材：美国社会与文化,大中专教材教辅,大学教材,2010/10/31,F,F
10154071,新编基础会计实训教程/21世纪全国高职高专财务会计类规划教材,大中专教材教辅,高职高专教材,2010/10/31,F,F
10154111,中国古代官阶制度引论,政治/军事,中国政治,2010/10/31,D,D
10154215,高等学校法学教学系列教材：医患纠纷司法鉴定理论与疑案评析,大中专教材教辅,大学教材,2010/10/31,F,F
10250998,微观经济学/21世纪全国应用型本科财经管理系列实用规划教材,大中专教材教辅,大学教材,2011/7/16,F,F
10255977,教育学学程：模块化理念的教师行动与体验,社会科学,教育,2010/10/31,F,F
10268867,全球危机：全球解决方案,经济,世界经济,2010/11/17,F,F
10268901,词义的语言：词义理论的跨学科讨论,计算机与互联网,计算机理论、基础知识,2010/11/17,F,F
10268902,罪刑总论问题,法律,刑法,2010/11/16,F,F
10268909,滕尼斯传：佛里斯兰人与世界公民,传记,学者,2010/12/4,F,F
10268930,首届北京地区对外汉语教学研究生学术论坛文集,外语学习,对外汉语,2010/11/17,F,F
10268946,民族特性与民族卫生,社会科学,人类学,2010/11/17,F,F
10268957,实用英语作文精选,外语学习,英语专项训练,2010/12/4,E,F
10268969,中文游戏大本营：课堂游戏100例（上册）,外语学习,对外汉语,2010/11/18,E,E
10269006,我爱学韩语（初级2）,外语学习,韩语,2010/11/21,F,F
10269131,我的中文小故事32：yes和no（注音版）（附CD-ROM光盘1张）,童书,幼儿启蒙,2010/11/17,F,F
10269136,管理学实用教程,大中专教材教辅,大学教材,2010/11/17,F,F
10269142,近代电磁理论（第2版）,大中专教材教辅,大学教材,2010/11/29,F,F
10269160,北大版长期进修汉语教材·轻松汉语：中级汉语听力（下）（附MP3光盘1张）,大中专教材教辅,大学教材,2010/12/27,F,F
10269222,热加工测控技术,大中专教材教辅,大学教材,2010/11/18,F,E
10269235,《新编英语教程》自学手册,外语学习,英语综合教程,2010/11/17,F,F
10269330,营养保健学教程,大中专教材教辅,大学教材,2010/11/16,F,E
10269334,发展政治学（第2版）/21世纪政治学系列教材·普通高等教育“十一五”国家级规划教材,大中专教材教辅,大学教材,2010/12/27,F,F
10271895,未名中国史（2001-2007）（套装上下册）,历史,史学理论,- ,F,F
10271913,高等学校法学实验教学系列教材：司法鉴定实验教程,大中专教材教辅,大学教材,2010/11/7,F,F
10271963,现代家政学/普通高等教育“十一五”国家级规划教材·21世纪全国高校民政类规划教材,大中专教材教辅,大学教材,2010/11/2,F,F
10271985,全国应用型人才培养工程指定教材·工程制造类：AutoCAD2008案例教程,大中专教材教辅,中职中专教材,2010/11/2,F,F
10272016,民法基础与超越,法律,民法,2010/11/7,F,F
10272030,阅读杜威：为后现代做的阐释,哲学/宗教,西方哲学,2010/11/2,F,F
10272191,人类可接受风险,社会科学,人类学,2010/11/6,F,F
10272194,“天命：之谓性！”片读《中庸》,哲学/宗教,中国哲学,2010/11/16,F,E
10272195,写作理论与实践例文选评/21世纪全国高职高专文秘类规划教材,大中专教材教辅,高职高专教材,2010/11/6,F,F
10272221,京华学术文库·乐府诗集分类研究：近代曲辞研究,文学,文学评论与研究,2010/11/7,F,F
10272243,污染与财产权：环境保护的所有权制度比较研究,法律,经济法,2010/11/7,F,F
10272288,工程制图案例教程/21世纪全国高等院校实用规划教材,大中专教材教辅,大学教材,2010/11/16,F,F
10272361,商务礼仪与实训/21世纪全国高等院校通识课规划教材,大中专教材教辅,大学教材,2010/11/7,F,F
10362343,基于会计信息的权益定价研究：线性信息动态过程下的分析,经济,会计、审计,2010/12/2,F,F
10370080,燕园流云,传记,学者,2010/12/9,F,F
10377510,陆卓明先生经济地理学论文集,经济,经济史,2011/4/25,F,F
10392335,Linux操作系统项目化教程,大中专教材教辅,高职高专教材,2011/1/30,F,F
10392373,寻找属于自己的句子,文学,文学理论,2011/1/30,F,E
10394549,室内设计,大中专教材教辅,大学教材,2011/1/27,F,F
10427586,思想史视野下的法治现象,法律,理论法学,2011/3/28,E,E
10431182,从华夷到万国的先声：徐光启对外观念研究,政治/军事,外交、国际关系,2011/3/28,F,E
10431198,剑桥美国小说新论19：《只争朝夕》新论（英文影印版）,文学,文学理论,2011/3/27,F,F
10433550,中华经典伴我成长（小学中年级册）,童书,儿童文学,2011/3/28,F,E
10434067,数控机床原理与系统/21世纪全国高职高专机电类规划教材,大中专教材教辅,高职高专教材,2011/3/26,F,F
10437189,工程制图案例教程习题集/21世纪全国高等院校实用规划教材,大中专教材教辅,大学教材,2011/3/27,F,F
